Word,2020-01-01,2021-01-01,2022-01-01,f_star,revised,r
proteins,2.009e-05,1.953e-05,2.257e-05,1.981e-05,2.334e-05,0.03411608
horror,6.342e-05,6.042e-05,6.052e-05,6.192e-05,6.367e-05,0.05204891
su,1.88e-06,2.44e-06,2.05e-06,2.16e-06,2.12e-06,0.03414634
exp,0.0,0.0,0.0,0.0,0.0,
familiar,1.758e-05,1.587e-05,1.693e-05,1.672e-05,1.645e-05,-0.02835204
capable,5.023e-05,4.882e-05,4.975e-05,4.952e-05,8.117e-05,0.63155779
douglas,7.095e-05,7.324e-05,6.821e-05,7.209e-05,6.791e-05,-0.00439818
debian,0.0,0.0,0.0,0.0,0.0,
till,3.77e-06,3.66e-06,5.64e-06,3.72e-06,2.12e-06,-0.62411348
involving,4.27e-05,4.272e-05,4.462e-05,4.271e-05,7.693e-05,0.72411475
pen,9.42e-06,1.038e-05,1.026e-05,9.9e-06,9.55e-06,-0.06920078
investing,1.88e-06,1.83e-06,1.03e-06,1.86e-06,1.59e-06,0.54368932
christopher,2.951e-05,3.174e-05,3.077e-05,3.062e-05,3.13e-05,0.01722457
admission,1.256e-05,1.221e-05,1.436e-05,1.239e-05,1.645e-05,0.14554318
epson,0.0,0.0,0.0,0.0,0.0,
shoe,1.88e-06,2.44e-06,5.13e-06,2.16e-06,3.18e-06,-0.38011696
elected,0.00023797,0.00023252,0.00024669,0.00023525,0.00022283,-0.09672058
carrying,4.395e-05,4.516e-05,4.513e-05,4.455e-05,2.441e-05,-0.4591181
victory,0.00024111,0.00024351,0.00022977,0.00024231,0.00034167,0.48700875
sand,2.323e-05,2.319e-05,2.103e-05,2.321e-05,1.857e-05,-0.11697575
madison,1.256e-05,1.404e-05,1.744e-05,1.33e-05,1.751e-05,0.00401376
terrorism,6.91e-06,6.71e-06,7.18e-06,6.81e-06,5.84e-06,-0.18662953
joy,1.946e-05,1.953e-05,1.795e-05,1.95e-05,1.857e-05,0.03454039
editions,3.139e-05,2.868e-05,2.975e-05,3.003e-05,3.608e-05,0.21277311
cpu,3.77e-06,4.27e-06,8.21e-06,4.02e-06,8.49e-06,0.03410475
mainly,0.00020532,0.00020201,0.000199,0.00020367,6.632e-05,-0.66673367
ethnic,4.019e-05,3.906e-05,6.155e-05,3.963e-05,5.836e-05,-0.05182778
ran,0.00016011,0.00015868,0.00015386,0.0001594,9.391e-05,-0.38963993
parliament,0.00012746,0.00012816,0.00016053,0.00012781,0.00015439,-0.0382483
actor,0.00013249,0.00012816,0.00012001,0.00013032,0.0001146,-0.04507958
finds,2.7e-05,2.502e-05,2.616e-05,2.601e-05,1.857e-05,-0.29013761
seal,2.323e-05,2.258e-05,2.154e-05,2.29e-05,2.016e-05,-0.06406685
situations,1.193e-05,1.099e-05,1.59e-05,1.146e-05,1.857e-05,0.16792453
fifth,0.00019779,0.00019591,0.00019387,0.00019685,0.00019736,0.01800175
allocated,1.067e-05,1.099e-05,1.077e-05,1.083e-05,1.273e-05,0.181987
citizen,2.449e-05,2.502e-05,2.77e-05,2.476e-05,2.812e-05,0.01516245
vertical,1.633e-05,1.709e-05,1.795e-05,1.671e-05,2.069e-05,0.15264624
corrections,6.3e-07,1.22e-06,1.03e-06,9.3e-07,1.06e-06,0.02912621
structural,2.574e-05,2.502e-05,2.872e-05,2.538e-05,3.077e-05,0.07137883
municipal,2.26e-05,2.136e-05,2.462e-05,2.198e-05,2.6e-05,0.05605199
describes,3.767e-05,3.906e-05,3.488e-05,3.837e-05,2.865e-05,-0.17861239
prize,8.1e-05,8.422e-05,9.283e-05,8.261e-05,9.019e-05,-0.02843908
sr,5.588e-05,5.371e-05,4.616e-05,5.479e-05,4.775e-05,0.03444541
occurs,6.719e-05,6.957e-05,6.719e-05,6.838e-05,5.571e-05,-0.17085876
jon,1.444e-05,1.465e-05,1.436e-05,1.455e-05,1.432e-05,-0.00278552
absolute,1.381e-05,1.404e-05,1.693e-05,1.392e-05,1.432e-05,-0.15416421
disabilities,1.88e-06,1.83e-06,4.1e-06,1.86e-06,5.31e-06,0.29512195
consists,0.00010235,0.00010558,0.00011437,0.00010396,0.00011513,0.0066451
anytime,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
substance,8.79e-06,1.099e-05,1.18e-05,9.89e-06,1.486e-05,0.25932203
prohibited,1.57e-05,1.77e-05,1.744e-05,1.67e-05,3.396e-05,0.94724771
addressed,8.79e-06,9.15e-06,1.18e-05,8.97e-06,3.555e-05,2.01271186
lies,5.4e-05,5.31e-05,5.796e-05,5.355e-05,6.42e-05,0.10766046
pipe,6.28e-06,6.1e-06,5.13e-06,6.19e-06,4.77e-06,-0.07017544
soldiers,0.00014693,0.00015135,0.00014207,0.00014914,0.00015014,0.05680298
nr,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
guardian,2.888e-05,2.624e-05,2.616e-05,2.756e-05,2.387e-05,-0.08753823
lecture,9.42e-06,7.93e-06,8.21e-06,8.68e-06,6.37e-06,-0.22411693
simulation,3.77e-06,4.27e-06,4.1e-06,4.02e-06,5.31e-06,0.29512195
layout,1.57e-05,1.709e-05,1.949e-05,1.64e-05,2.016e-05,0.0343766
initiatives,6.91e-06,6.71e-06,8.72e-06,6.81e-06,5.359e-05,5.1456422
ill,5.714e-05,5.737e-05,5.385e-05,5.725e-05,4.191e-05,-0.22172702
concentration,2.512e-05,2.563e-05,2.411e-05,2.538e-05,2.334e-05,-0.03193696
classics,1.821e-05,1.892e-05,1.949e-05,1.856e-05,1.963e-05,0.00718317
lbs,6.3e-07,6.1e-07,5.1e-07,6.2e-07,1.06e-06,1.07843137
lay,4.332e-05,4.577e-05,4.103e-05,4.455e-05,3.608e-05,-0.12064343
interpretation,2.637e-05,2.502e-05,2.923e-05,2.57e-05,3.661e-05,0.25248033
horses,8.791e-05,8.422e-05,7.18e-05,8.606e-05,7.481e-05,0.04192201
lol,1.26e-06,1.22e-06,1.03e-06,1.24e-06,1.06e-06,0.02912621
dirty,8.16e-06,7.32e-06,7.18e-06,7.74e-06,6.37e-06,-0.11281337
deck,3.014e-05,2.868e-05,2.616e-05,2.941e-05,2.706e-05,0.03440367
wayne,1.57e-05,1.526e-05,1.744e-05,1.548e-05,1.751e-05,0.00401376
donate,3.14e-06,3.05e-06,2.56e-06,3.1e-06,2.12e-06,-0.171875
taught,4.144e-05,4.15e-05,4.667e-05,4.147e-05,3.661e-05,-0.21555603
bankruptcy,1.507e-05,1.526e-05,1.795e-05,1.516e-05,2.016e-05,0.12311978
mp,1.319e-05,1.221e-05,1.077e-05,1.27e-05,9.02e-06,-0.16248839
worker,1.633e-05,1.648e-05,1.539e-05,1.641e-05,1.592e-05,0.03443795
optimization,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
alive,2.323e-05,2.258e-05,2.257e-05,2.29e-05,1.645e-05,-0.2711564
temple,0.00013374,0.00012816,0.00012258,0.00013095,0.00012203,-0.00448687
substances,6.91e-06,6.1e-06,1.487e-05,6.5e-06,1.963e-05,0.3201076
prove,2.198e-05,1.77e-05,1.641e-05,1.984e-05,6.9e-06,-0.57952468
discovered,0.00021223,0.00021483,0.00020669,0.00021353,0.00023344,0.12942087
wings,7.66e-05,7.507e-05,7.078e-05,7.584e-05,7.268e-05,0.02684374
breaks,1.005e-05,1.526e-05,1.795e-05,1.265e-05,2.016e-05,0.12311978
genetic,5.965e-05,5.554e-05,6.103e-05,5.759e-05,7.481e-05,0.22579059
restrictions,2.386e-05,2.441e-05,2.821e-05,2.413e-05,3.289e-05,0.16589862
participating,3.014e-05,3.052e-05,2.821e-05,3.033e-05,7.799e-05,1.76462247
waters,8.728e-05,8.788e-05,8.975e-05,8.758e-05,0.00010293,0.14685237
promise,1.57e-05,1.404e-05,1.487e-05,1.487e-05,1.379e-05,-0.07262946
thin,3.265e-05,3.296e-05,3.334e-05,3.281e-05,2.971e-05,-0.10887822
exhibition,5.337e-05,5.127e-05,4.616e-05,5.232e-05,4.616e-05,0.0
prefer,1.507e-05,1.404e-05,1.282e-05,1.455e-05,1.167e-05,-0.08970359
ridge,7.409e-05,7.629e-05,7.232e-05,7.519e-05,7.268e-05,0.00497788
cabinet,5.777e-05,5.493e-05,5.693e-05,5.635e-05,5.571e-05,-0.02142983
modem,0.0,0.0,0.0,0.0,0.0,
harris,3.516e-05,3.479e-05,3.077e-05,3.497e-05,3.024e-05,-0.01722457
mph,7.66e-05,7.507e-05,6.052e-05,7.584e-05,6.738e-05,0.11335096
bringing,3.642e-05,3.662e-05,4.154e-05,3.652e-05,4.669e-05,0.12397689
sick,8.16e-06,7.93e-06,7.69e-06,8.05e-06,2.65e-06,-0.65539662
dose,1.88e-06,1.22e-06,2.05e-06,1.55e-06,1.06e-06,-0.48292683
evaluate,4.4e-06,4.88e-06,3.59e-06,4.64e-06,7.43e-06,1.06963788
tiffany,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.59e-06,0.03246753
tropical,0.00045711,0.00045162,0.0004221,0.00045436,0.00042444,0.00554371
collect,1.57e-05,1.587e-05,1.59e-05,1.578e-05,1.645e-05,0.03459119
bet,6.28e-06,6.1e-06,6.15e-06,6.19e-06,4.77e-06,-0.22439024
composition,7.284e-05,7.202e-05,6.36e-05,7.243e-05,6.579e-05,0.03443396
toyota,6.91e-06,6.1e-06,6.67e-06,6.5e-06,6.37e-06,-0.04497751
streets,3.705e-05,3.967e-05,3.898e-05,3.836e-05,3.714e-05,-0.04720369
nationwide,1.57e-05,1.526e-05,1.641e-05,1.548e-05,2.653e-05,0.61669714
vector,1.067e-05,1.038e-05,1.128e-05,1.053e-05,9.55e-06,-0.15336879
definitely,1.88e-06,1.83e-06,2.05e-06,1.86e-06,5.3e-07,-0.74146341
shaved,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
turning,6.216e-05,5.798e-05,5.231e-05,6.007e-05,3.767e-05,-0.27987001
buffer,1.88e-06,1.83e-06,3.59e-06,1.86e-06,3.18e-06,-0.11420613
purple,2.386e-05,2.258e-05,2.052e-05,2.322e-05,2.122e-05,0.03411306
existence,8.665e-05,8.361e-05,8.668e-05,8.513e-05,9.232e-05,0.06506691
commentary,2.072e-05,2.014e-05,2.103e-05,2.043e-05,2.812e-05,0.33713742
larry,1.381e-05,1.343e-05,1.333e-05,1.362e-05,1.326e-05,-0.00525131
limousines,0.0,0.0,0.0,0.0,0.0,
developments,2.951e-05,2.929e-05,3.231e-05,2.94e-05,3.183e-05,-0.01485608
def,1.444e-05,1.404e-05,1.333e-05,1.424e-05,1.379e-05,0.03450863
immigration,1.758e-05,1.709e-05,1.846e-05,1.734e-05,1.963e-05,0.06338028
destinations,7.53e-06,7.93e-06,1.026e-05,7.73e-06,1.167e-05,0.1374269
lets,3.77e-06,3.66e-06,3.08e-06,3.72e-06,0.0,-1.0
mutual,2.888e-05,3.113e-05,3.18e-05,3.001e-05,3.024e-05,-0.0490566
pipeline,3.77e-06,3.05e-06,3.59e-06,3.41e-06,4.24e-06,0.1810585
necessarily,6.28e-06,6.1e-06,7.69e-06,6.19e-06,3.71e-06,-0.51755527
syntax,1.88e-06,1.83e-06,2.05e-06,1.86e-06,2.12e-06,0.03414634
li,1.57e-05,1.404e-05,1.744e-05,1.487e-05,1.751e-05,0.00401376
attribute,6.28e-06,6.1e-06,6.15e-06,6.19e-06,1.22e-05,0.98373984
prison,0.00010109,9.643e-05,9.488e-05,9.876e-05,8.701e-05,-0.08294688
skill,2.637e-05,2.319e-05,2.411e-05,2.478e-05,1.963e-05,-0.18581501
chairs,0.0,0.0,1.03e-06,0.0,0.0,-1.0
nl,1.695e-05,1.648e-05,1.385e-05,1.671e-05,1.273e-05,-0.08086643
everyday,9.42e-06,1.16e-05,1.077e-05,1.051e-05,2.175e-05,1.01949861
apparently,3.077e-05,2.99e-05,2.667e-05,3.034e-05,2.12e-06,-0.92050994
surrounding,8.539e-05,8.544e-05,9.181e-05,8.541e-05,0.0001719,0.87234506
mountains,0.00010298,0.00010009,0.00010104,0.00010154,9.497e-05,-0.06007522
moves,1.507e-05,1.526e-05,1.693e-05,1.516e-05,1.22e-05,-0.27938571
popularity,9.607e-05,9.582e-05,0.00010668,9.595e-05,0.00018145,0.70088114
inquiry,3.014e-05,2.929e-05,3.026e-05,2.971e-05,3.502e-05,0.15730337
ethernet,0.0,0.0,0.0,0.0,0.0,
checked,3.14e-06,4.27e-06,5.13e-06,3.71e-06,1.06e-06,-0.79337232
exhibit,1.57e-05,1.587e-05,1.59e-05,1.578e-05,0.00011301,6.10754717
throw,5.65e-06,7.32e-06,8.21e-06,6.48e-06,9.02e-06,0.09866017
trend,1.695e-05,1.77e-05,1.693e-05,1.733e-05,1.751e-05,0.03425871
sierra,3.453e-05,3.296e-05,3.077e-05,3.375e-05,3.077e-05,0.0
visible,5.777e-05,5.737e-05,5.744e-05,5.757e-05,5.359e-05,-0.06702646
cats,2.386e-05,2.38e-05,2.103e-05,2.383e-05,2.069e-05,-0.01616738
desert,4.772e-05,4.76e-05,4.565e-05,4.766e-05,4.722e-05,0.03439211
postposted,0.0,0.0,0.0,0.0,0.0,
ya,6.3e-07,1.22e-06,3.08e-06,9.3e-07,2.65e-06,-0.13961039
oldest,9.921e-05,9.826e-05,0.00010617,9.873e-05,0.00010133,-0.04558727
rhode,1.193e-05,1.221e-05,1.18e-05,1.207e-05,1.167e-05,-0.01101695
nba,5.086e-05,4.882e-05,3.847e-05,4.984e-05,3.82e-05,-0.00701846
busty,0.0,0.0,0.0,0.0,0.0,
coordinator,1.88e-06,1.83e-06,1.54e-06,1.86e-06,2.12e-06,0.37662338
obviously,1.26e-06,1.83e-06,1.54e-06,1.55e-06,0.0,-1.0
mercury,5.023e-05,4.882e-05,4.565e-05,4.952e-05,4.616e-05,0.01117196
steven,1.946e-05,1.892e-05,2e-05,1.919e-05,1.963e-05,-0.0185
handbook,8.16e-06,7.32e-06,7.69e-06,7.74e-06,8.49e-06,0.10403121
greg,1.381e-05,1.465e-05,1.487e-05,1.423e-05,1.539e-05,0.03496974
navigate,5.02e-06,6.1e-06,6.67e-06,5.56e-06,4.51e-05,5.76161919
worse,9.42e-06,9.15e-06,8.72e-06,9.29e-06,2.65e-06,-0.69610092
summit,3.767e-05,3.845e-05,3.744e-05,3.806e-05,3.714e-05,-0.00801282
victims,4.835e-05,4.821e-05,4.411e-05,4.828e-05,4.297e-05,-0.02584448
epa,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.59e-06,0.03246753
spaces,1.444e-05,1.465e-05,1.846e-05,1.455e-05,2.387e-05,0.29306609
fundamental,2.386e-05,2.502e-05,3.026e-05,2.444e-05,4.244e-05,0.40251157
burning,2.449e-05,2.624e-05,2.359e-05,2.536e-05,1.857e-05,-0.21280203
escape,6.656e-05,6.713e-05,6.616e-05,6.685e-05,7.852e-05,0.18681983
coupons,0.0,0.0,0.0,0.0,0.0,
somewhat,3.139e-05,2.929e-05,3.282e-05,3.034e-05,4.404e-05,0.34186472
receiver,5.02e-06,4.27e-06,6.15e-06,4.65e-06,6.37e-06,0.03577236
substantial,5.212e-05,5.31e-05,5.59e-05,5.261e-05,0.00015916,1.84722719
tr,3.14e-06,2.44e-06,3.59e-06,2.79e-06,3.18e-06,-0.11420613
progressive,3.579e-05,3.296e-05,4.565e-05,3.438e-05,4.51e-05,-0.01204819
cialis,1.88e-06,1.83e-06,1.54e-06,1.86e-06,1.59e-06,0.03246753
bb,8.79e-06,7.32e-06,8.21e-06,8.05e-06,8.49e-06,0.03410475
boats,6.53e-05,6.408e-05,5.898e-05,6.469e-05,5.571e-05,-0.05544252
glance,1.88e-06,1.22e-06,1.03e-06,1.55e-06,5.3e-07,-0.48543689
scottish,9.293e-05,9.704e-05,0.00010514,9.499e-05,0.00010452,-0.0058969
championship,0.00029574,0.00030332,0.00030362,0.00029953,0.00030453,0.00299717
arcade,3.265e-05,3.418e-05,3.385e-05,3.342e-05,3.502e-05,0.03456425
richmond,2.637e-05,2.685e-05,2.411e-05,2.661e-05,2.494e-05,0.03442555
sacramento,3.14e-06,3.66e-06,3.08e-06,3.4e-06,3.18e-06,0.03246753
impossible,2.449e-05,2.563e-05,2.513e-05,2.506e-05,2.122e-05,-0.15559093
ron,1.381e-05,1.343e-05,1.333e-05,1.362e-05,1.379e-05,0.03450863
russell,5.212e-05,4.76e-05,4.206e-05,4.986e-05,3.979e-05,-0.05397052
tells,3.391e-05,3.174e-05,3.077e-05,3.282e-05,1.061e-05,-0.65518362
obvious,1.13e-05,1.16e-05,1.18e-05,1.145e-05,2.12e-06,-0.82033898
fiber,5.65e-06,5.49e-06,5.13e-06,5.57e-06,7.96e-06,0.55165692
depression,0.00012684,0.00012145,0.00011796,0.00012414,0.00011778,-0.00152594
graph,1.26e-06,1.22e-06,2.05e-06,1.24e-06,2.12e-06,0.03414634
covering,2.763e-05,2.99e-05,3.077e-05,2.876e-05,4.138e-05,0.34481638
platinum,6.028e-05,6.713e-05,7.283e-05,6.371e-05,7.481e-05,0.0271866
judgment,1.13e-05,1.099e-05,1.231e-05,1.114e-05,1.273e-05,0.0341186
bedrooms,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
talks,1.381e-05,1.465e-05,1.641e-05,1.423e-05,7.43e-06,-0.5472273
filing,1.88e-06,1.83e-06,1.54e-06,1.86e-06,2.65e-06,0.72077922
foster,1.319e-05,1.343e-05,1.487e-05,1.331e-05,2.281e-05,0.533961
modeling,6.3e-07,6.1e-07,1.54e-06,6.2e-07,6.37e-06,3.13636364
passing,4.772e-05,4.76e-05,4.821e-05,4.766e-05,0.00012786,1.65214686
awarded,0.00021286,0.00021544,0.00020925,0.00021415,0.00016394,-0.21653524
testimonials,1.26e-06,6.1e-07,5.1e-07,9.3e-07,5.3e-07,0.03921569
trials,4.332e-05,4.516e-05,4.513e-05,4.424e-05,4.457e-05,-0.0124086
tissue,2.323e-05,2.319e-05,2e-05,2.321e-05,1.91e-05,-0.045
nz,6.3e-07,0.0,1.03e-06,3.2e-07,1.06e-06,0.02912621
memorabilia,1.88e-06,1.83e-06,3.08e-06,1.86e-06,4.24e-06,0.37662338
clinton,2.072e-05,2.319e-05,2.205e-05,2.196e-05,2.281e-05,0.03446712
masters,2.072e-05,2.258e-05,2.616e-05,2.165e-05,2.334e-05,-0.10779817
bonds,1.381e-05,1.465e-05,1.487e-05,1.423e-05,1.91e-05,0.28446537
cartridge,6.28e-06,5.49e-06,7.69e-06,5.89e-06,8.49e-06,0.10403121
alberta,5.212e-05,4.943e-05,4.462e-05,5.078e-05,4.297e-05,-0.03697893
explanation,1.633e-05,1.709e-05,1.539e-05,1.671e-05,1.008e-05,-0.34502924
folk,4.898e-05,4.821e-05,6.514e-05,4.86e-05,6.579e-05,0.00997851
org,1.005e-05,1.16e-05,1.539e-05,1.083e-05,4.24e-06,-0.72449643
commons,2.449e-05,2.441e-05,3.641e-05,2.445e-05,3.608e-05,-0.00906344
cincinnati,2.135e-05,2.014e-05,2.462e-05,2.074e-05,2.494e-05,0.01299756
subsection,0.0,0.0,0.0,0.0,0.0,
fraud,1.758e-05,1.77e-05,1.846e-05,1.764e-05,1.804e-05,-0.0227519
electricity,2.449e-05,2.441e-05,2.411e-05,2.445e-05,2.387e-05,-0.00995438
permitted,2.386e-05,2.075e-05,2.257e-05,2.23e-05,3.661e-05,0.62206469
spectrum,1.695e-05,1.709e-05,2.667e-05,1.702e-05,3.555e-05,0.33295838
arrival,5.777e-05,6.042e-05,5.847e-05,5.91e-05,6.314e-05,0.07987002
okay,0.0,0.0,0.0,0.0,0.0,
pottery,5.02e-06,4.27e-06,6.67e-06,4.65e-06,6.9e-06,0.03448276
emphasis,2.888e-05,2.807e-05,3.18e-05,2.848e-05,3.183e-05,0.0009434
roger,3.014e-05,3.235e-05,3.231e-05,3.125e-05,3.077e-05,-0.04766326
aspect,1.946e-05,1.892e-05,1.693e-05,1.919e-05,2.281e-05,0.34731246
workplace,3.14e-06,3.05e-06,2.56e-06,3.1e-06,2.12e-06,-0.171875
awesome,1.26e-06,1.83e-06,2.05e-06,1.55e-06,1.59e-06,-0.22439024
mexican,0.00011114,0.00010924,9.796e-05,0.00011019,9.974e-05,0.01817068
confirmed,6.656e-05,6.835e-05,6.257e-05,6.745e-05,7.64e-05,0.22103244
counts,1.13e-05,1.038e-05,1.18e-05,1.084e-05,1.22e-05,0.03389831
priced,2.51e-06,2.44e-06,3.08e-06,2.48e-06,6.9e-06,1.24025974
wallpapers,0.0,0.0,0.0,0.0,0.0,
hist,0.0,0.0,0.0,0.0,0.0,
crash,5.086e-05,5.188e-05,5.129e-05,5.137e-05,5.199e-05,0.01364788
lift,1.256e-05,1.343e-05,1.385e-05,1.3e-05,1.592e-05,0.14945848
desired,1.507e-05,1.587e-05,1.18e-05,1.547e-05,8.49e-06,-0.28050847
inter,2.826e-05,2.807e-05,2.821e-05,2.816e-05,2.281e-05,-0.19142148
closer,3.077e-05,3.235e-05,3.231e-05,3.156e-05,2.547e-05,-0.21169916
assumes,1.005e-05,9.76e-06,1.077e-05,9.91e-06,2.65e-06,-0.75394615
heights,2.135e-05,2.075e-05,2e-05,2.105e-05,4.616e-05,1.308
shadow,2.26e-05,2.441e-05,2.411e-05,2.35e-05,2.441e-05,0.01244297
riding,1.821e-05,1.831e-05,1.898e-05,1.826e-05,1.963e-05,0.03424658
infection,2.072e-05,2.258e-05,2.103e-05,2.165e-05,2.069e-05,-0.01616738
firefox,0.0,0.0,5.1e-07,0.0,5.3e-07,0.03921569
lisa,2.7e-05,2.807e-05,2.411e-05,2.753e-05,2.334e-05,-0.03193696
expense,1.633e-05,1.77e-05,1.846e-05,1.701e-05,1.379e-05,-0.25297941
grove,1.57e-05,1.648e-05,1.333e-05,1.609e-05,1.22e-05,-0.08477119
eligibility,7.53e-06,8.54e-06,7.69e-06,8.04e-06,7.96e-06,0.03511053
venture,2.26e-05,2.502e-05,2.411e-05,2.381e-05,2.016e-05,-0.16383243
clinic,6.28e-06,6.71e-06,6.67e-06,6.49e-06,5.84e-06,-0.12443778
korean,5.714e-05,5.676e-05,5.488e-05,5.695e-05,5.677e-05,0.03443878
healing,9.42e-06,9.76e-06,1.026e-05,9.59e-06,1.114e-05,0.08576998
princess,7.409e-05,7.141e-05,6.308e-05,7.275e-05,6.26e-05,-0.00760938
mall,1.005e-05,1.343e-05,9.23e-06,1.174e-05,9.55e-06,0.03466956
entering,3.767e-05,3.967e-05,3.795e-05,3.867e-05,5.836e-05,0.53781291
packet,4.4e-06,4.88e-06,4.1e-06,4.64e-06,4.24e-06,0.03414634
spray,2.51e-06,2.44e-06,3.59e-06,2.48e-06,3.71e-06,0.03342618
studios,0.000108,0.00011107,0.00010463,0.00010954,0.00010611,0.01414508
involvement,5.149e-05,5.249e-05,6.155e-05,5.199e-05,8.383e-05,0.36198213
dad,7.53e-06,7.32e-06,7.18e-06,7.43e-06,6.9e-06,-0.03899721
buttons,5.65e-06,5.49e-06,5.13e-06,5.57e-06,4.24e-06,-0.17348928
placement,1.256e-05,1.221e-05,1.333e-05,1.239e-05,1.539e-05,0.15453863
observations,4.27e-05,4.394e-05,4.411e-05,4.332e-05,4.934e-05,0.11856722
vbulletin,0.0,0.0,0.0,0.0,0.0,
funded,2.26e-05,2.38e-05,2.513e-05,2.32e-05,2.971e-05,0.18225229
thompson,2.198e-05,2.38e-05,2.462e-05,2.289e-05,2.387e-05,-0.03046304
winners,3.202e-05,3.723e-05,3.795e-05,3.463e-05,2.812e-05,-0.25902503
extend,2.826e-05,2.563e-05,2.667e-05,2.695e-05,4.987e-05,0.86989126
roads,7.032e-05,6.896e-05,7.385e-05,6.964e-05,6.897e-05,-0.06607989
subsequent,0.00017958,0.00018431,0.00018771,0.00018195,0.00030241,0.61104896
pat,1.319e-05,1.282e-05,1.18e-05,1.3e-05,1.22e-05,0.03389831
dublin,2.198e-05,2.258e-05,2.154e-05,2.228e-05,2.069e-05,-0.03946147
rolling,6.593e-05,6.896e-05,7.334e-05,6.745e-05,7.215e-05,-0.0162258
fell,0.00010423,0.00010619,0.0001077,0.00010521,0.0001215,0.1281337
motorcycle,3.14e-06,3.05e-06,2.56e-06,3.1e-06,2.65e-06,0.03515625
yard,3.391e-05,3.235e-05,2.872e-05,3.313e-05,2.812e-05,-0.02089136
disclosure,1.26e-06,1.83e-06,3.08e-06,1.55e-06,3.71e-06,0.20454545
establishment,8.728e-05,8.727e-05,9.129e-05,8.727e-05,0.00018463,1.02245591
memories,1.067e-05,1.099e-05,1.18e-05,1.083e-05,1.645e-05,0.3940678
nelson,2.512e-05,2.258e-05,3.334e-05,2.385e-05,3.289e-05,-0.0134973
te,3.14e-06,1.83e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
arrived,8.037e-05,8.422e-05,7.642e-05,8.229e-05,7.852e-05,0.02747972
creates,1.193e-05,1.282e-05,1.436e-05,1.237e-05,9.02e-06,-0.3718663
faces,2.386e-05,2.38e-05,2.308e-05,2.383e-05,4.987e-05,1.16074523
tourist,3.453e-05,3.601e-05,4.103e-05,3.527e-05,4.032e-05,-0.01730441
cocks,6.3e-07,6.1e-07,5.1e-07,6.2e-07,5.3e-07,0.03921569
av,7.53e-06,7.32e-06,1.18e-05,7.43e-06,1.114e-05,-0.0559322
mayor,2.888e-05,2.807e-05,3.282e-05,2.848e-05,3.289e-05,0.00213285
murder,9.418e-05,9.46e-05,9.334e-05,9.439e-05,9.391e-05,0.00610671
sean,1.884e-05,2.075e-05,1.795e-05,1.979e-05,1.804e-05,0.00501393
adequate,5.65e-06,6.1e-06,5.64e-06,5.88e-06,1.326e-05,1.35106383
senator,5.839e-05,5.737e-05,5.744e-05,5.788e-05,5.465e-05,-0.04857242
yield,1.256e-05,1.282e-05,1.282e-05,1.269e-05,1.645e-05,0.28315133
presentations,3.14e-06,3.05e-06,3.08e-06,3.1e-06,3.71e-06,0.20454545
grades,3.14e-06,2.44e-06,6.15e-06,2.79e-06,5.84e-06,-0.0504065
cartoons,1.507e-05,1.526e-05,1.487e-05,1.516e-05,1.273e-05,-0.14391392
pour,2.51e-06,3.05e-06,3.08e-06,2.78e-06,2.65e-06,-0.13961039
digest,1.444e-05,1.343e-05,1.077e-05,1.394e-05,9.55e-06,-0.11327762
reg,1.88e-06,1.83e-06,1.03e-06,1.86e-06,1.06e-06,0.02912621
lodging,2.51e-06,2.44e-06,2.05e-06,2.48e-06,2.12e-06,0.03414634
tion,0.0,0.0,0.0,0.0,0.0,
dust,2.826e-05,2.807e-05,3.231e-05,2.816e-05,3.236e-05,0.00154751
hence,1.821e-05,1.892e-05,1.744e-05,1.856e-05,2.65e-06,-0.84805046
wiki,6.3e-07,6.1e-07,3.08e-06,6.2e-07,1.59e-06,-0.48376623
entirely,8.1e-05,8.3e-05,8.155e-05,8.2e-05,7.64e-05,-0.06315144
replaced,0.00017958,0.00018736,0.00018207,0.00018347,0.00013158,-0.27731092
radar,2.826e-05,2.746e-05,3.129e-05,2.786e-05,3.396e-05,0.08533078
rescue,5.714e-05,5.798e-05,5.18e-05,5.756e-05,5.942e-05,0.14710425
undergraduate,1.005e-05,9.15e-06,1.18e-05,9.6e-06,1.061e-05,-0.10084746
losses,8.163e-05,8.239e-05,7.693e-05,8.201e-05,9.974e-05,0.29650331
combat,0.00017832,0.00018004,0.00016412,0.00017918,0.00022124,0.34803802
reducing,2.7e-05,2.807e-05,2.77e-05,2.753e-05,2.653e-05,-0.04223827
stopped,2.637e-05,2.685e-05,2.667e-05,2.661e-05,4.77e-06,-0.82114736
occupation,5.337e-05,5.615e-05,6.155e-05,5.476e-05,6.048e-05,-0.01738424
